X,Y,Cluster
354.960999,45.889999,3
329.510986,37.330002,3
218.179993,117.703003,5
220.067001,115.468002,5
654.763,105.094002,2
597.067993,38.337002,2
227.815002,120.308998,5
515.130005,62.080002,4
311.639008,53.271,3
86.838997,112.572998,1
240.677994,46.609001,5
77.702003,120.695,1
456.873993,49.208,4
514.29303,124.474998,4
644.585022,105.522003,2
91.213997,116.904999,1
206.981995,135.457001,-1
252.604996,140.686996,-1
198.126999,46.876999,5
344.164001,109.220001,3
471.446014,82.787003,4
317.475006,73.103996,3
165.574005,33.465,-1
61.921001,101.186996,1
475.976013,82.362,4
590.539001,81.307999,2
170.145004,155.447998,-1
646.815002,83.851997,2
514.857971,76.901001,4
267.953003,75.455002,-1
60.960999,51.125,1
490.066986,43.081001,4
588.690979,109.891998,2
130.192993,105.751999,1
746.942017,76.223999,6
539.489014,90.940002,-1
541.929016,127.425003,-1
449.040009,104.528999,4
617.327026,111.441002,2
323.906006,102.872002,3
654.760986,90.551003,2
214.742996,33.264999,5
481.746002,35.120998,4
482.748993,123.777,-1
326.950012,105.859001,3
575.088989,85.667,2
609.60498,54.159,2
97.473,36.771,1
349.131012,115.434998,3
635.658997,90.713997,2
653.192017,123.058998,2
607.77301,42.727001,2
630.557007,110.401001,2
638.122009,130.636002,-1
575.56897,61.026001,2
214.223007,74.651001,5
505.901001,109.557999,4
323.751007,71.248001,3
761.765015,76.658997,6
113.734001,44.337002,1
501.509003,105.337997,4
456.885986,53.452999,4
363.040985,49.860001,3
97.542,41.84,1
479.365997,97.571999,-1
312.683014,91.047997,3
454.174988,104.261002,4
634.804993,80.237,2
511.48999,48.262001,4
325.207001,103.552002,3
112.780998,75.331001,1
469.40799,48.069,4
340.763,121.973,3
112.139,80.018997,1
623.05603,79.277,2
189.630005,80.799004,5
70.598999,22.525999,-1
374.5,108.632004,3
585.893005,74.487999,2
99.327003,125.017998,1
506.686005,132.815002,4
316.385986,114.765999,3
105.468002,87.914001,1
294.684998,145.556,-1
638.007019,116.456001,2
602.757996,76.123001,2
600.856995,112.572998,2
280.170013,148.347,-1
636.705017,87.373001,2
367.194,48.153,3
389.317993,63.409,3
646.510986,103.810997,2
414.638,63.569,-1
67.612,42.780998,1
373.75,65.441002,3
73.835999,120.942001,1
76.848999,33.679001,1
456.085999,124.142998,4
718.585022,75.518997,6
325.915009,37.278999,3
196.199997,123.25,5
131.039001,95.668999,1
323.882996,66.717003,3
245.276993,74.607002,5
380.727997,97.744003,3
61.117001,71.336998,1
317.515991,66.817001,3
381.057007,74.556999,3
233.296005,35.564999,5
646.200012,102.698997,2
449.213989,115.244003,4
38.134998,100.431,-1
92.373001,116.985001,1
214.320999,40.272999,5
47.889,88.983002,1
123.072998,117.290001,1
597.455994,114.324997,2
478.187012,100.845001,-1
516.257019,110.060997,4
598.080994,106.263,2
318.187988,50.865002,3
503.239014,39.624001,4
612.283997,124.098,2
580.510986,74.653999,2
246.483994,47.466999,5
346.196014,77.098,7
481.609009,48.400002,4
221.410995,78.369003,5
187.451004,39.035999,5
211.093002,115.195,5
187.238007,36.34,5
318.627014,80.188004,3
446.730988,53.408001,4
613.294983,107.806,2
383.602997,22.679001,-1
644.031982,88.795998,2
504.381012,122.030998,4
463.654999,106.723,4
514.916992,88.985001,4
610.455994,110.271004,2
240.929001,114.410004,5
605.848022,114.207001,2
308.65799,66.902,3
273.580994,76.400002,-1
447.397003,71.400002,4
96.931,119.228996,1
80.500999,110.503998,1
390.044006,68.610001,3
627.424011,33.396999,2
535.291016,29.25,-1
137.223007,75.948997,1
85.794998,119.757004,1
117.364998,52.518002,1
132.701004,38.698002,-1
655.120972,138.434006,-1
363.544006,43.942001,3
638.815979,45.308998,2
376.412994,43.484001,3
195.792007,55.717999,5
316.436005,64.470001,3
652.172974,53.952999,2
616.737976,40.973999,2
377.803986,90.482002,3
612.395996,43.147999,2
186.153,70.900002,5
536.961975,44.235001,-1
445.260986,132.884995,4
657.872009,111.627998,2
75.611,39.490002,1
334.27301,108.885002,3
501.523987,107.253998,4
69.015999,122.038002,1
237.701004,44.909,5
608.752991,94.313004,-1
449.787994,79.367996,4
328.247986,44.768002,3
59.729,55.172001,1
76.144997,95.288002,-1
636.822021,110.195,2
360.457001,120.338997,3
314.701996,90.444,3
210.401001,47.063999,5
81.295998,43.244999,1
188.871002,89.362999,5
375.054993,51.243999,3
114.836998,45.188,1
416.122009,111.617996,-1
200.320999,34.713001,5
381.583008,56.000999,3
223.955994,115.324997,5
461.272003,111.997002,4
452.912994,48.078999,4
56.102001,48.581001,1
386.213013,98.874001,3
198.949005,40.132999,5
515.137024,49.987999,4
585.460022,105.708,2
125.402,47.716999,1
47.867001,71.237,1
315.812988,81.093002,3
218.315002,39.382,5
407.088013,56.320999,-1
201.990005,37.337002,5
377.333008,95.078003,3
645.482971,84.998001,2
161.552002,77.306999,-1
200.675003,123.526001,5
581.411011,100.612,2
483.709015,84.264999,4
226.358002,113.830002,5
273.753998,150.929993,-1
45.897999,83.647003,1
337.411987,64.950996,-1
335.345001,114.278999,3
124.755997,124.577003,1
221.621994,80.503998,5
124.404999,79.027,1
590.122986,79.918999,2
624.674988,42.081001,2
238.608002,85.845001,5
215.959,121.738998,5
88.910004,75.035004,1
55.02,98.775002,1
455.427002,47.997002,4
502.307007,87.681999,4
199.097,77.605003,5
608.138977,131.173996,2
321.855011,113.848,3
44.431,115.691002,-1
490.402008,80.307999,4
322.350006,65.544998,3
118.625999,116.647003,1
251.115005,40.046001,5
434.205994,125.711998,-1
453.32901,78.334,4
147.078995,115.809998,-1
349.657013,119.074997,3
302.10199,147.591003,-1
496.903015,46.167,4
614.900024,117.875999,2
657.495972,64.501999,2
110.531998,96.348999,1
378.364014,92.113998,3
602.546997,75.367996,2
632.309998,84.849998,2
516.744019,77.305,4
188.744995,93.454002,5
636.822998,48.835999,2
629.778015,112.917,2
462.671997,105.670998,4
511.330994,93.209,4
574.663025,79.385002,2
383.520996,57.668999,3
283.481995,101.497002,-1
72.578003,123.296997,1
504.261993,100.850998,4
70.746002,44.847,1
477.634003,78.886002,4
94.559998,127.821999,1
110.285004,42.582001,1
594.096985,45.705002,2
471.11499,83.774002,4
579.575012,102.103996,2
628.914001,75.033997,2
124.621002,107.408997,1
374.63501,38.266998,3
217.763,85.509003,5
236.085007,82.991997,5
565.052979,76.622002,2
587.325989,49.195999,2
58.962002,96.345001,1
484.980988,33.52,4
600.620972,125.098,2
80.141998,33.77,1
607.606995,41.668999,2
52.320999,52.715,1
373.691986,49.374001,3
482.734985,85.832001,4
373.075012,51.812,3
74.272003,40.126999,1
594.692993,63.860001,2
590.846985,69.274002,2
340.673004,44.188,3
518.547974,101.764,4
352.028015,38.962002,3
127.146004,110.820999,1
617.15802,39.564999,2
458.807007,105.427002,4
359.612,40.360001,3
648.659973,47.237999,2
502.56601,46.798,4
454.217987,105.806999,4
508.088013,116.495003,4
657.398987,104.573997,2
631.976013,33.683998,2
82.982002,65.181999,-1
190.996994,100.835999,5
399.477997,80.829002,3
68.992996,41.724998,1
99.807999,39.141998,1
117.718002,85.342003,1
226.822006,37.903,5
562.882996,76.939003,-1
261.825012,117.924004,5
375.891998,61.019001,3
103.977997,99.565002,1
585.307007,104.587997,2
446.94101,94.386002,4
632.310974,123.223999,2
453.459015,124.425003,4
591.888,39.032001,2
230.75,78.650002,5
330.52301,34.320999,3
647.60498,93.940002,2
53.089001,76.605003,1
225.591995,42.390999,5
379.261993,88.095001,3
657.922974,103.595001,2
211.589005,115.297997,5
196.983002,52.758999,5
505.559998,109.914001,4
636.276978,109.405998,2
402.623993,76.910004,3
67.650002,96.064003,1
496.134003,82.702003,4
194.766006,22.417999,-1
515.169006,75.349998,4
61.528999,76.902,1
431.587006,77.819,-1
331.618988,107.387001,3
115.374001,58.403,1
193.738007,110.126999,5
620.833008,37.905998,2
370.953003,116.053001,3
67.0,130.483994,1
290.220001,76.492996,-1
607.728027,110.402,2
81.225998,128.628998,1
605.914001,77.043999,2
366.194,37.173,3
210.070007,85.547997,5
617.458008,39.504002,2
492.257996,37.300999,4
58.765999,45.608002,1
107.386002,84.526001,1
621.695007,90.092003,2
348.665009,34.284,3
84.305,119.653999,1
356.899994,125.509003,3
392.701996,95.237999,3
585.48999,153.386993,-1
474.352997,48.98,4
690.400024,12.706,-1
226.703995,112.606003,5
52.358002,85.275002,1
360.231995,113.142998,3
638.775024,58.264,2
635.723022,121.239998,2
487.322998,44.702999,4
520.250977,116.444,4
186.384003,122.606003,5
92.865997,115.220001,1
127.524002,114.987999,1
504.636993,74.035004,4
324.864014,100.156998,3
275.432007,62.660999,-1
658.942017,89.302002,2
73.527,107.848,1
587.070984,54.419998,2
160.617004,33.687,-1
247.115997,77.392998,5
375.763,61.162998,3
349.947998,75.222,7
254.727005,34.561001,5
385.921997,91.736,3
120.914001,48.553001,1
313.312012,89.991997,3
99.835999,111.839996,1
45.966999,75.495003,1
652.929016,75.152,2
126.579002,54.200001,1
578.164978,55.646,2
466.490997,76.535004,4
219.811996,81.246002,5
51.901001,129.061996,-1
310.872009,51.444,3
597.422974,111.529999,2
187.380997,63.266998,5
480.033997,50.842999,4
87.691002,127.788002,1
482.487,74.660004,4
591.072998,80.839996,2
453.0,55.894001,4
186.498993,83.205002,5
446.617004,59.346001,4
307.355011,85.875,3
461.549011,57.303001,4
94.055,124.463997,1
203.990005,84.905998,5
666.234009,77.767998,2
210.414001,43.785,5
101.857002,111.510002,1
594.35498,113.224998,2
500.203003,114.540001,4
190.565994,33.932999,5
447.73999,78.883003,4
191.725006,80.222,5
213.106995,99.636002,-1
374.403015,45.111,3
90.801003,44.462002,1
368.591003,103.704002,3
98.013,83.653,1
101.156998,37.469002,1
315.449005,104.575996,3
502.303986,110.772003,4
562.302979,150.018005,-1
705.14502,76.667999,6
364.774994,100.550003,3
610.427979,124.375999,2
512.057983,97.889,4
108.263,118.713997,1
626.278015,77.695,2
443.614014,19.959,-1
514.213989,50.640999,4
196.563004,120.260002,5
326.441986,55.647999,3
376.013,73.081001,3
590.890991,83.945,2
201.514008,112.491997,5
475.888,40.306999,4
394.985992,33.742001,-1
477.382996,75.670998,4
447.920013,75.249001,4
147.552994,14.651,-1
447.490997,125.247002,4
126.719002,61.296001,1
234.686005,101.702003,-1
510.557007,65.468002,4
243.421997,36.478001,5
323.790985,42.522999,3
333.335999,48.932999,3
485.140015,129.085999,-1
211.873993,74.392998,5
469.914001,86.57,4
652.184998,92.678001,2
490.072998,43.262001,4
679.107971,136.326996,-1
103.217003,84.511002,1
326.053986,101.658997,3
355.335999,78.824997,-1
528.828979,106.746002,-1
65.156998,103.505997,1
649.179993,122.678001,2
500.197998,84.016998,4
334.226013,38.354,3
252.632996,124.533997,5
58.471001,70.245003,1
519.390015,52.062,4
317.549988,46.595001,3
126.072998,88.698997,1
649.450989,42.116001,2
579.245972,85.838997,2
214.740005,115.403,5
160.960999,147.722,-1
54.808998,80.825996,1
636.127014,113.041,2
226.511993,33.240002,5
574.367981,64.304001,2
332.252991,111.678001,3
496.161987,47.023998,4
224.091995,83.587997,5
242.925003,85.598999,5
504.071991,58.895,4
44.099998,57.952,1
356.085999,45.153,3
590.002991,67.082001,2
373.480011,108.517998,3
374.94101,59.912998,3
240.397995,109.890999,5
396.85199,126.170998,-1
349.174011,121.692001,3
119.644997,109.264,1
490.283997,75.268997,4
457.281006,109.375999,4
201.466995,87.846001,5
78.140999,77.463997,-1
233.841003,80.036003,5
273.812012,24.108999,-1
654.445007,98.170998,2
388.265991,76.883003,3
225.904999,113.608002,5
507.377991,65.653,4
650.458984,110.924004,2
28.857,146.656998,-1
215.479996,85.175003,5
376.391998,52.015999,3
643.828003,111.026001,2
83.903999,111.338997,1
417.428009,77.402,-1
316.540009,105.094002,3
583.179016,55.747002,2
454.289001,102.470001,4
342.315002,124.851997,3
594.307007,43.638,2
96.403,84.445999,1
627.14502,43.939999,2
243.309006,34.174999,5
355.839996,54.175999,3
191.363007,122.206001,5
586.098999,53.179001,2
187.192993,39.595001,5
224.169998,72.139,5
539.059998,76.025002,-1
330.027008,53.470001,3
389.937988,98.765999,3
591.327026,92.885002,2
433.212006,77.275002,-1
650.85498,82.345001,2
62.564999,103.651001,1
381.958008,51.276001,3
504.678986,111.862999,4
435.638,15.988,-1
486.605988,75.350998,4
199.014008,110.939003,5
362.053986,32.076,3
620.158997,39.491001,2
115.003998,88.089996,1
644.713013,49.210999,2
80.459,116.609001,1
605.713013,38.564999,2
330.187012,117.676003,3
496.240997,37.423,4
319.216003,81.547997,3
760.817993,75.231003,6
187.264008,63.675999,5
581.416992,154.636993,-1
463.743988,41.696999,4
448.238007,84.361,4
320.042999,101.036003,3
201.973999,48.603001,5
641.440002,51.875999,2
512.078003,70.528,4
531.869019,45.033001,-1
221.921005,40.229,5
158.169998,76.139,-1
595.453979,105.969002,2
66.273003,93.420998,1
498.803986,149.440994,-1
681.528015,49.189999,-1
197.367996,105.563004,5
197.238007,63.493999,5
451.056,72.209,4
697.708008,75.959,-1
203.339005,92.414001,5
449.941986,41.127998,4
497.274994,76.487,4
196.438004,107.274002,5
350.598999,31.518,3
595.987,43.868,2
575.463013,96.907997,2
372.984009,38.139,3
76.762001,43.061001,1
62.887001,58.693001,1
509.480011,39.991001,4
336.325989,113.081001,3
479.884003,81.425003,4
197.151001,106.406998,5
479.903992,79.682999,4
358.15799,127.974998,3
627.562012,82.583,2
225.270996,75.733002,5
497.477997,87.07,4
220.938004,35.158001,5
582.343018,111.091003,2
191.542007,123.776001,5
376.679993,100.573997,3
619.854004,31.249001,2
118.622002,61.138,1
459.567993,58.834,4
101.376999,87.692001,1
202.311996,49.901001,5
619.710022,118.116997,2
99.637001,112.811996,1
512.047974,48.723999,4
125.375999,90.762001,1
203.028,35.515999,5
637.197998,41.467999,2
376.937988,113.573997,3
454.079987,40.894001,4
194.128006,79.526001,5
337.460999,42.577999,3
382.84201,106.605003,3
637.323975,52.737,2
580.773987,81.622002,2
594.062012,103.653,2
369.653015,42.563,3
66.014999,51.771,1
514.049011,74.235001,4
449.19101,69.359001,4
358.708008,117.079002,3
219.393997,99.153999,-1
75.311996,77.196999,1
612.031982,127.694,2
130.113998,101.914001,1
74.825996,112.507004,1
227.149994,45.990002,5
300.451996,76.414001,3
272.570007,75.207001,-1
507.35199,106.763,4
70.706001,49.449001,1
639.867981,79.643997,2
573.95697,84.091003,2
676.125977,84.600998,-1
326.286987,57.376999,3
448.45401,104.511002,4
335.64801,117.235001,3
356.821014,111.607002,3
561.22998,54.145,-1
246.649994,123.589996,5
384.463013,49.962002,3
107.369003,81.505997,1
203.727997,67.443001,5
53.705002,71.191002,1
238.459,121.878998,5
102.212997,32.703999,1
200.438995,104.318001,5
194.201004,112.705002,5
335.721008,113.535004,3
716.072998,78.373001,6
312.459015,64.450996,3
614.744019,45.862999,2
373.846985,38.808998,3
648.937988,111.154999,2
220.162994,124.084999,5
438.867004,154.761993,-1
585.838013,75.646004,2
375.713013,111.467003,3
346.451996,65.025002,-1
62.578999,111.286003,1
216.522995,82.762001,5
124.345001,114.968002,1
603.789001,75.541,2
571.539978,136.632004,-1
635.676025,114.912003,2
520.166992,48.689999,4
624.232971,37.743999,2
441.700989,152.201996,-1
91.195999,116.452003,1
321.272003,45.112,3
353.778015,127.968002,3
339.997009,124.550003,3
98.339996,87.792,1
420.516998,49.626999,-1
623.781006,144.638,-1
617.119019,122.349998,2
453.0,57.630001,4
88.695999,34.001999,1
81.397003,12.58,-1
641.294983,42.0,2
98.499001,36.203999,1
647.565979,42.134998,2
452.893005,93.269997,4
641.085999,41.751999,2
325.683014,45.542,3
345.450989,45.290001,3
338.31601,137.097,-1
441.96701,35.375999,4
495.69101,46.787998,4
364.256989,120.820999,3
469.105011,75.690002,4
638.802002,100.772003,2
125.197998,79.394997,1
501.341003,120.389999,4
123.200996,100.274002,1
450.791992,128.694,4
308.949005,30.643999,-1
628.872986,41.325001,2
613.270996,49.174,2
590.315979,65.029999,2
334.432007,79.984001,-1
437.522003,76.330002,4
248.067001,37.634998,5
210.595001,118.853996,5
247.634003,70.367996,5
119.492996,96.528999,1
123.740997,116.638,1
203.014008,102.693001,5
586.236023,107.764,2
450.803986,123.352997,4
481.346008,45.66,4
373.518005,63.127998,3
56.036999,66.858002,1
638.176025,109.567001,2
240.322006,84.948997,5
527.395996,80.974998,4
389.867004,104.735001,3
467.097992,57.330002,4
553.664978,20.424,-1
245.169998,43.908001,5
112.462997,86.977997,1
85.596001,32.209999,1
209.389999,101.005997,5
105.759003,119.127998,1
50.696999,87.945,1
306.161987,97.983002,3
460.846008,55.442001,4
474.95401,106.300003,4
549.10199,108.509003,-1
53.491001,54.923,1
410.438995,105.333,-1
620.026001,84.866997,2
349.087006,42.005001,3
352.993988,43.034,3
202.671997,35.785999,5
340.601013,124.103996,3
448.876007,97.796997,4
96.75,88.487999,1
226.371994,73.412003,5
394.046997,78.906998,3
194.667007,84.668999,5
705.460022,75.835999,6
114.514,92.893997,1
80.656998,76.750999,-1
598.551025,103.480003,2
192.177994,70.442001,5
633.757996,81.396004,2
289.48999,57.261002,-1
523.27301,118.161003,4
362.414001,114.573997,3
360.686005,35.768002,3
102.301003,136.298004,-1
130.139008,106.744003,1
306.914001,78.07,3
327.606995,105.597,3
121.353996,96.963997,1
620.012024,115.204002,2
57.761002,98.509003,1
462.519989,90.251999,4
195.255997,52.173,5
66.957001,53.502998,1
654.989014,49.160999,2
482.829987,88.175003,4
485.662994,39.695999,4
611.659973,122.870003,2
496.498993,84.668999,4
357.287994,120.848,3
280.483002,76.718002,-1
84.278,118.361,1
233.311996,112.767998,5
631.10199,109.384003,2
359.43399,41.873001,3
627.939026,38.971001,2
200.619003,117.315002,5
115.314003,94.042999,1
526.585999,75.287003,4
97.091003,37.665001,1
646.788025,108.571999,2
123.128998,104.942001,1
449.980988,93.214996,4
474.95401,41.175999,4
642.648987,57.535,2
478.692993,87.221001,4
577.015991,57.507,2
487.897003,155.216995,-1
508.833008,92.168999,4
492.958008,30.027,4
274.609009,141.171005,-1
188.684006,37.162998,5
571.83197,77.174004,2
332.502014,108.344002,3
198.552002,74.721001,5
117.449997,94.412003,1
237.899994,119.045998,5
118.129997,107.004997,1
201.608002,112.155998,5
240.774002,47.801998,5
127.128998,61.073002,1
154.376007,153.319,-1
457.640015,106.836998,4
626.51001,32.813999,2
58.446999,52.173,1
51.493999,53.226002,1
458.589996,79.898003,4
333.313995,113.656998,3
518.932007,97.585999,4
597.271973,54.095001,2
451.121002,39.122002,4
576.713989,72.332001,2
576.750977,80.765999,2
230.253998,49.883999,5
226.194,83.580002,5
100.261002,42.401001,1
480.816986,36.664001,4
651.679993,105.660004,2
619.380981,120.317001,2
377.274994,51.162998,3
481.790009,43.456001,4
320.084991,119.559998,3
336.298004,152.033997,-1
113.206001,53.236,1
70.294998,113.268997,1
614.797974,43.810001,2
417.661011,75.650002,-1
470.425995,38.792999,4
76.471001,43.125,1
56.542,78.088997,1
313.677002,61.956001,3
230.147003,37.459,5
177.445007,144.561996,-1
201.229996,82.049004,5
108.398003,111.513,1
383.187988,49.956001,3
380.158997,94.348999,3
110.892998,76.818001,1
247.636002,22.129999,-1
356.636993,75.320999,-1
512.888,50.644001,4
208.766006,38.527,5
237.354996,84.136002,5
649.247009,76.968002,2
517.65802,54.963001,4
462.579987,68.808998,4
452.272003,100.732002,4
370.977997,118.071999,3
326.518005,94.841003,3
578.585999,52.818001,2
131.455002,81.300003,1
304.752991,77.233002,3
186.046997,67.387001,5
299.242004,24.312,-1
631.784973,113.704002,2
310.901001,67.07,3
98.662003,84.287003,1
305.829987,69.751999,3
210.257996,81.172997,5
202.005997,69.042,5
592.804993,47.023998,2
628.049011,47.466,2
231.692001,112.266998,5
483.979004,56.834,-1
62.400002,110.413002,1
589.205017,93.064003,2
323.167999,81.893997,3
220.537994,75.626999,5
548.757019,30.052999,-1
689.656982,139.673004,-1
67.706001,122.585999,1
615.366028,41.273998,2
126.112999,100.934998,1
102.295998,114.807999,1
186.848007,86.341003,5
203.080994,79.194,5
508.664001,42.394001,4
98.0,86.303001,1
572.596008,13.674,-1
488.829987,47.734001,4
101.007004,37.977001,1
387.953003,92.147003,3
62.733002,65.330002,1
54.261002,76.753998,1
589.674988,100.915001,2
597.357971,36.848,2
318.243011,46.257999,3
200.156998,103.07,5
61.605999,48.277,1
606.963989,113.903,2
385.04599,96.218002,3
627.228027,121.889999,2
242.951004,46.713001,5
514.060974,151.550995,-1
72.374001,116.082001,1
60.976002,74.832001,1
694.473022,76.975998,-1
599.908997,48.800999,2
503.243988,99.218002,4
191.048004,94.213997,5
202.195007,65.598999,5
343.083008,33.387001,3
445.644989,129.057007,4
393.51001,92.434998,3
70.264,38.716999,1
109.856003,36.855,1
770.85498,78.364998,6
367.515015,119.591003,3
481.231995,81.966003,4
128.253998,111.518997,1
200.826004,52.354,5
654.622009,82.584999,2
281.657013,152.195999,-1
509.406006,54.075001,4
324.312012,46.862999,3
704.231995,76.045998,6
599.25,75.773003,2
55.904999,54.472,1
251.341003,35.014,5
235.416,38.674,5
85.597,112.977997,1
318.222992,91.412003,3
375.799011,118.459999,3
656.073975,56.478001,2
641.403015,89.844002,2
545.247009,20.204,-1
603.531982,45.556999,2
96.470001,78.557999,1
52.187,103.961998,1
198.401001,79.544998,5
624.400024,45.049,2
450.526001,119.108002,4
597.239014,103.355003,2
541.507019,60.02,-1
191.259995,77.763,5
782.825989,77.644997,6
517.538025,68.519997,4
647.151001,52.827999,2
517.299011,115.332001,4
241.373001,142.195999,-1
515.195984,118.328003,4
448.30899,106.908997,4
586.781982,116.846001,2
542.281982,77.891998,-1
643.007996,91.815002,2
461.697998,36.272999,4
224.011993,46.740002,5
515.844971,113.956001,4
582.533997,53.551998,2
521.328003,53.890999,4
496.567993,91.178001,4
494.165985,77.938004,4
518.966003,131.102997,4
344.472992,141.460999,-1
49.286999,56.897999,1
458.602997,91.142998,4
200.979996,77.872002,5
110.388,77.250999,1
533.745972,42.493999,-1
459.312012,103.382004,4
511.858002,96.823997,4
87.377998,46.676998,1
55.345001,110.740997,1
576.557983,92.848999,2
708.129028,77.393997,6
60.873001,46.006001,1
247.395996,72.991997,5
192.598999,127.780998,5
371.221008,116.717003,3
541.905029,82.561996,-1
330.60199,47.431,3
70.289001,123.953003,1
96.607002,33.537998,1
476.25,80.114998,4
323.20401,112.994003,3
175.957001,77.797997,-1
339.174011,112.612,3
132.809006,77.760002,1
217.552002,40.185001,5
392.459991,97.652,3
194.865005,105.864998,5
335.757996,42.695999,3
368.712006,110.455002,3
514.296997,92.377998,4
631.072998,77.569,2
533.656006,19.504999,-1
448.816986,85.992996,4
384.644012,58.492001,3
463.279999,100.862,4
623.481018,120.962997,2
632.052979,41.639,2
