X,Y,Cluster
634.554993,121.371002,2
332.700012,116.450996,5
486.208008,39.754002,3
235.893005,82.325996,4
110.369003,35.653,0
305.644012,82.112,5
317.049011,71.785004,5
188.914001,90.891998,4
341.95401,113.425003,5
48.502998,96.016998,0
604.322021,109.995003,2
636.380981,38.622002,2
527.085999,135.666,3
69.582001,43.792,0
335.645996,33.296001,5
248.576004,76.853996,4
141.582993,68.907997,0
498.319,38.799999,3
457.346985,98.192001,3
658.244019,109.745003,2
459.993011,33.548,3
460.234009,33.227001,3
245.024002,49.400002,4
346.335999,44.568001,5
376.609009,90.900002,5
94.543999,121.655998,0
644.026001,71.632004,2
430.699005,127.126999,3
741.916016,78.759003,1
513.549988,95.879997,3
225.423996,36.782001,4
55.263,111.043999,0
493.289001,36.257,3
68.233002,119.808998,0
146.214005,63.529999,0
233.895996,123.693001,4
478.216003,88.043999,3
120.879997,91.778999,0
339.597992,33.405998,5
488.567993,107.682999,3
459.346008,61.339001,3
593.408997,65.935997,2
77.405998,123.671997,0
195.647995,96.322998,4
82.730003,124.036003,0
282.707001,77.032997,5
381.621002,53.877998,5
354.424988,31.01,5
456.967987,53.887001,3
384.653015,48.089001,5
588.317017,58.639,2
112.978996,81.394997,0
200.477997,120.681,4
29.712,141.990005,0
642.692993,43.034,2
486.373993,80.212997,3
515.658997,69.102997,3
636.481995,51.926998,2
587.796021,85.054001,2
510.266998,104.704002,3
423.18399,24.643,3
461.837006,119.569,3
72.792,76.675003,0
530.013,13.297,3
320.278992,140.518005,5
508.720001,57.502998,3
249.076996,40.504002,4
72.396004,112.041,0
74.106003,45.66,0
516.254028,45.93,3
623.921997,84.581001,2
440.533997,113.839996,3
456.123993,44.028,3
375.730011,66.107002,5
317.127991,75.265999,5
745.804993,79.991997,1
604.692993,122.417,2
59.950001,60.261002,0
56.124001,45.519001,0
623.828979,44.862,2
254.873993,43.712002,4
354.355011,115.925003,5
629.955017,82.207001,2
121.353996,44.779999,0
380.589996,56.901001,5
584.755981,75.643997,2
354.960999,45.889999,5
329.510986,37.330002,5
218.179993,117.703003,4
220.067001,115.468002,4
654.763,105.094002,2
597.067993,38.337002,2
227.815002,120.308998,4
515.130005,62.080002,3
311.639008,53.271,5
86.838997,112.572998,0
240.677994,46.609001,4
77.702003,120.695,0
456.873993,49.208,3
514.29303,124.474998,3
644.585022,105.522003,2
91.213997,116.904999,0
206.981995,135.457001,4
252.604996,140.686996,4
198.126999,46.876999,4
344.164001,109.220001,5
471.446014,82.787003,3
317.475006,73.103996,5
165.574005,33.465,4
61.921001,101.186996,0
475.976013,82.362,3
590.539001,81.307999,2
170.145004,155.447998,4
646.815002,83.851997,2
514.857971,76.901001,3
267.953003,75.455002,4
60.960999,51.125,0
490.066986,43.081001,3
588.690979,109.891998,2
130.192993,105.751999,0
746.942017,76.223999,1
539.489014,90.940002,3
541.929016,127.425003,3
449.040009,104.528999,3
617.327026,111.441002,2
323.906006,102.872002,5
654.760986,90.551003,2
214.742996,33.264999,4
481.746002,35.120998,3
482.748993,123.777,3
326.950012,105.859001,5
575.088989,85.667,2
609.60498,54.159,2
97.473,36.771,0
349.131012,115.434998,5
635.658997,90.713997,2
653.192017,123.058998,2
607.77301,42.727001,2
630.557007,110.401001,2
638.122009,130.636002,2
575.56897,61.026001,2
214.223007,74.651001,4
505.901001,109.557999,3
323.751007,71.248001,5
761.765015,76.658997,1
113.734001,44.337002,0
501.509003,105.337997,3
456.885986,53.452999,3
363.040985,49.860001,5
97.542,41.84,0
479.365997,97.571999,3
312.683014,91.047997,5
454.174988,104.261002,3
634.804993,80.237,2
511.48999,48.262001,3
325.207001,103.552002,5
112.780998,75.331001,0
469.40799,48.069,3
340.763,121.973,5
112.139,80.018997,0
623.05603,79.277,2
189.630005,80.799004,4
70.598999,22.525999,0
374.5,108.632004,5
585.893005,74.487999,2
99.327003,125.017998,0
506.686005,132.815002,3
316.385986,114.765999,5
105.468002,87.914001,0
294.684998,145.556,5
638.007019,116.456001,2
602.757996,76.123001,2
600.856995,112.572998,2
280.170013,148.347,4
636.705017,87.373001,2
367.194,48.153,5
389.317993,63.409,5
646.510986,103.810997,2
414.638,63.569,5
67.612,42.780998,0
373.75,65.441002,5
73.835999,120.942001,0
76.848999,33.679001,0
456.085999,124.142998,3
718.585022,75.518997,1
325.915009,37.278999,5
196.199997,123.25,4
131.039001,95.668999,0
323.882996,66.717003,5
245.276993,74.607002,4
380.727997,97.744003,5
61.117001,71.336998,0
317.515991,66.817001,5
381.057007,74.556999,5
233.296005,35.564999,4
646.200012,102.698997,2
449.213989,115.244003,3
38.134998,100.431,0
92.373001,116.985001,0
214.320999,40.272999,4
47.889,88.983002,0
123.072998,117.290001,0
597.455994,114.324997,2
478.187012,100.845001,3
516.257019,110.060997,3
598.080994,106.263,2
318.187988,50.865002,5
503.239014,39.624001,3
612.283997,124.098,2
580.510986,74.653999,2
246.483994,47.466999,4
346.196014,77.098,5
481.609009,48.400002,3
221.410995,78.369003,4
187.451004,39.035999,4
211.093002,115.195,4
187.238007,36.34,4
318.627014,80.188004,5
446.730988,53.408001,3
613.294983,107.806,2
383.602997,22.679001,5
644.031982,88.795998,2
504.381012,122.030998,3
463.654999,106.723,3
514.916992,88.985001,3
610.455994,110.271004,2
240.929001,114.410004,4
605.848022,114.207001,2
308.65799,66.902,5
273.580994,76.400002,4
447.397003,71.400002,3
96.931,119.228996,0
80.500999,110.503998,0
390.044006,68.610001,5
627.424011,33.396999,2
535.291016,29.25,3
137.223007,75.948997,0
85.794998,119.757004,0
117.364998,52.518002,0
132.701004,38.698002,0
655.120972,138.434006,2
363.544006,43.942001,5
638.815979,45.308998,2
376.412994,43.484001,5
195.792007,55.717999,4
316.436005,64.470001,5
652.172974,53.952999,2
616.737976,40.973999,2
377.803986,90.482002,5
612.395996,43.147999,2
186.153,70.900002,4
536.961975,44.235001,3
445.260986,132.884995,3
657.872009,111.627998,2
75.611,39.490002,0
334.27301,108.885002,5
501.523987,107.253998,3
69.015999,122.038002,0
237.701004,44.909,4
608.752991,94.313004,2
449.787994,79.367996,3
328.247986,44.768002,5
59.729,55.172001,0
76.144997,95.288002,0
636.822021,110.195,2
360.457001,120.338997,5
314.701996,90.444,5
210.401001,47.063999,4
81.295998,43.244999,0
188.871002,89.362999,4
375.054993,51.243999,5
114.836998,45.188,0
416.122009,111.617996,3
200.320999,34.713001,4
381.583008,56.000999,5
223.955994,115.324997,4
461.272003,111.997002,3
452.912994,48.078999,3
56.102001,48.581001,0
386.213013,98.874001,5
198.949005,40.132999,4
515.137024,49.987999,3
585.460022,105.708,2
125.402,47.716999,0
47.867001,71.237,0
315.812988,81.093002,5
218.315002,39.382,4
407.088013,56.320999,5
201.990005,37.337002,4
377.333008,95.078003,5
645.482971,84.998001,2
161.552002,77.306999,4
200.675003,123.526001,4
581.411011,100.612,2
483.709015,84.264999,3
226.358002,113.830002,4
273.753998,150.929993,4
45.897999,83.647003,0
337.411987,64.950996,5
335.345001,114.278999,5
124.755997,124.577003,0
221.621994,80.503998,4
124.404999,79.027,0
590.122986,79.918999,2
624.674988,42.081001,2
238.608002,85.845001,4
215.959,121.738998,4
88.910004,75.035004,0
55.02,98.775002,0
455.427002,47.997002,3
502.307007,87.681999,3
199.097,77.605003,4
608.138977,131.173996,2
321.855011,113.848,5
44.431,115.691002,0
490.402008,80.307999,3
322.350006,65.544998,5
118.625999,116.647003,0
251.115005,40.046001,4
434.205994,125.711998,3
453.32901,78.334,3
147.078995,115.809998,0
349.657013,119.074997,5
302.10199,147.591003,5
496.903015,46.167,3
614.900024,117.875999,2
657.495972,64.501999,2
110.531998,96.348999,0
378.364014,92.113998,5
602.546997,75.367996,2
632.309998,84.849998,2
516.744019,77.305,3
188.744995,93.454002,4
636.822998,48.835999,2
629.778015,112.917,2
462.671997,105.670998,3
511.330994,93.209,3
574.663025,79.385002,2
383.520996,57.668999,5
283.481995,101.497002,5
72.578003,123.296997,0
504.261993,100.850998,3
70.746002,44.847,0
477.634003,78.886002,3
94.559998,127.821999,0
110.285004,42.582001,0
594.096985,45.705002,2
471.11499,83.774002,3
579.575012,102.103996,2
628.914001,75.033997,2
124.621002,107.408997,0
374.63501,38.266998,5
217.763,85.509003,4
236.085007,82.991997,4
565.052979,76.622002,2
587.325989,49.195999,2
58.962002,96.345001,0
484.980988,33.52,3
600.620972,125.098,2
80.141998,33.77,0
607.606995,41.668999,2
52.320999,52.715,0
373.691986,49.374001,5
482.734985,85.832001,3
373.075012,51.812,5
74.272003,40.126999,0
594.692993,63.860001,2
590.846985,69.274002,2
340.673004,44.188,5
518.547974,101.764,3
352.028015,38.962002,5
127.146004,110.820999,0
617.15802,39.564999,2
458.807007,105.427002,3
359.612,40.360001,5
648.659973,47.237999,2
502.56601,46.798,3
454.217987,105.806999,3
508.088013,116.495003,3
657.398987,104.573997,2
631.976013,33.683998,2
82.982002,65.181999,0
190.996994,100.835999,4
399.477997,80.829002,5
68.992996,41.724998,0
99.807999,39.141998,0
117.718002,85.342003,0
226.822006,37.903,4
562.882996,76.939003,2
261.825012,117.924004,4
375.891998,61.019001,5
103.977997,99.565002,0
585.307007,104.587997,2
446.94101,94.386002,3
632.310974,123.223999,2
453.459015,124.425003,3
591.888,39.032001,2
230.75,78.650002,4
330.52301,34.320999,5
647.60498,93.940002,2
53.089001,76.605003,0
225.591995,42.390999,4
379.261993,88.095001,5
657.922974,103.595001,2
211.589005,115.297997,4
196.983002,52.758999,4
505.559998,109.914001,3
636.276978,109.405998,2
402.623993,76.910004,5
67.650002,96.064003,0
496.134003,82.702003,3
194.766006,22.417999,4
515.169006,75.349998,3
61.528999,76.902,0
431.587006,77.819,3
331.618988,107.387001,5
115.374001,58.403,0
193.738007,110.126999,4
620.833008,37.905998,2
370.953003,116.053001,5
67.0,130.483994,0
290.220001,76.492996,5
607.728027,110.402,2
81.225998,128.628998,0
605.914001,77.043999,2
366.194,37.173,5
210.070007,85.547997,4
617.458008,39.504002,2
492.257996,37.300999,3
58.765999,45.608002,0
107.386002,84.526001,0
621.695007,90.092003,2
348.665009,34.284,5
84.305,119.653999,0
356.899994,125.509003,5
392.701996,95.237999,5
585.48999,153.386993,2
474.352997,48.98,3
690.400024,12.706,1
226.703995,112.606003,4
52.358002,85.275002,0
360.231995,113.142998,5
638.775024,58.264,2
635.723022,121.239998,2
487.322998,44.702999,3
520.250977,116.444,3
186.384003,122.606003,4
92.865997,115.220001,0
127.524002,114.987999,0
504.636993,74.035004,3
324.864014,100.156998,5
275.432007,62.660999,4
658.942017,89.302002,2
73.527,107.848,0
587.070984,54.419998,2
160.617004,33.687,4
247.115997,77.392998,4
375.763,61.162998,5
349.947998,75.222,5
254.727005,34.561001,4
385.921997,91.736,5
120.914001,48.553001,0
313.312012,89.991997,5
99.835999,111.839996,0
45.966999,75.495003,0
652.929016,75.152,2
126.579002,54.200001,0
578.164978,55.646,2
466.490997,76.535004,3
219.811996,81.246002,4
51.901001,129.061996,0
310.872009,51.444,5
597.422974,111.529999,2
187.380997,63.266998,4
480.033997,50.842999,3
87.691002,127.788002,0
482.487,74.660004,3
591.072998,80.839996,2
453.0,55.894001,3
186.498993,83.205002,4
446.617004,59.346001,3
307.355011,85.875,5
461.549011,57.303001,3
94.055,124.463997,0
203.990005,84.905998,4
666.234009,77.767998,2
210.414001,43.785,4
101.857002,111.510002,0
594.35498,113.224998,2
500.203003,114.540001,3
190.565994,33.932999,4
447.73999,78.883003,3
191.725006,80.222,4
213.106995,99.636002,4
374.403015,45.111,5
90.801003,44.462002,0
368.591003,103.704002,5
98.013,83.653,0
101.156998,37.469002,0
315.449005,104.575996,5
502.303986,110.772003,3
562.302979,150.018005,2
705.14502,76.667999,1
364.774994,100.550003,5
610.427979,124.375999,2
512.057983,97.889,3
108.263,118.713997,0
626.278015,77.695,2
443.614014,19.959,3
514.213989,50.640999,3
196.563004,120.260002,4
326.441986,55.647999,5
376.013,73.081001,5
590.890991,83.945,2
201.514008,112.491997,4
475.888,40.306999,3
394.985992,33.742001,5
477.382996,75.670998,3
447.920013,75.249001,3
147.552994,14.651,0
447.490997,125.247002,3
126.719002,61.296001,0
234.686005,101.702003,4
510.557007,65.468002,3
243.421997,36.478001,4
323.790985,42.522999,5
333.335999,48.932999,5
485.140015,129.085999,3
211.873993,74.392998,4
469.914001,86.57,3
652.184998,92.678001,2
490.072998,43.262001,3
679.107971,136.326996,2
103.217003,84.511002,0
326.053986,101.658997,5
355.335999,78.824997,5
528.828979,106.746002,3
65.156998,103.505997,0
649.179993,122.678001,2
500.197998,84.016998,3
334.226013,38.354,5
252.632996,124.533997,4
58.471001,70.245003,0
519.390015,52.062,3
317.549988,46.595001,5
126.072998,88.698997,0
649.450989,42.116001,2
579.245972,85.838997,2
214.740005,115.403,4
160.960999,147.722,4
54.808998,80.825996,0
636.127014,113.041,2
226.511993,33.240002,4
574.367981,64.304001,2
332.252991,111.678001,5
496.161987,47.023998,3
224.091995,83.587997,4
242.925003,85.598999,4
504.071991,58.895,3
44.099998,57.952,0
356.085999,45.153,5
590.002991,67.082001,2
373.480011,108.517998,5
374.94101,59.912998,5
240.397995,109.890999,4
396.85199,126.170998,5
349.174011,121.692001,5
119.644997,109.264,0
490.283997,75.268997,3
457.281006,109.375999,3
201.466995,87.846001,4
78.140999,77.463997,0
233.841003,80.036003,4
273.812012,24.108999,4
654.445007,98.170998,2
388.265991,76.883003,5
225.904999,113.608002,4
507.377991,65.653,3
650.458984,110.924004,2
28.857,146.656998,0
215.479996,85.175003,4
376.391998,52.015999,5
643.828003,111.026001,2
83.903999,111.338997,0
417.428009,77.402,3
316.540009,105.094002,5
583.179016,55.747002,2
454.289001,102.470001,3
342.315002,124.851997,5
594.307007,43.638,2
96.403,84.445999,0
627.14502,43.939999,2
243.309006,34.174999,4
355.839996,54.175999,5
191.363007,122.206001,4
586.098999,53.179001,2
187.192993,39.595001,4
224.169998,72.139,4
539.059998,76.025002,3
330.027008,53.470001,5
389.937988,98.765999,5
591.327026,92.885002,2
433.212006,77.275002,3
650.85498,82.345001,2
62.564999,103.651001,0
381.958008,51.276001,5
504.678986,111.862999,3
435.638,15.988,3
486.605988,75.350998,3
199.014008,110.939003,4
362.053986,32.076,5
620.158997,39.491001,2
115.003998,88.089996,0
644.713013,49.210999,2
80.459,116.609001,0
605.713013,38.564999,2
330.187012,117.676003,5
496.240997,37.423,3
319.216003,81.547997,5
760.817993,75.231003,1
187.264008,63.675999,4
581.416992,154.636993,2
463.743988,41.696999,3
448.238007,84.361,3
320.042999,101.036003,5
201.973999,48.603001,4
641.440002,51.875999,2
512.078003,70.528,3
531.869019,45.033001,3
221.921005,40.229,4
158.169998,76.139,4
595.453979,105.969002,2
66.273003,93.420998,0
498.803986,149.440994,3
681.528015,49.189999,2
197.367996,105.563004,4
197.238007,63.493999,4
451.056,72.209,3
697.708008,75.959,1
203.339005,92.414001,4
449.941986,41.127998,3
497.274994,76.487,3
196.438004,107.274002,4
350.598999,31.518,5
595.987,43.868,2
575.463013,96.907997,2
372.984009,38.139,5
76.762001,43.061001,0
62.887001,58.693001,0
509.480011,39.991001,3
336.325989,113.081001,5
479.884003,81.425003,3
197.151001,106.406998,4
479.903992,79.682999,3
358.15799,127.974998,5
627.562012,82.583,2
225.270996,75.733002,4
497.477997,87.07,3
220.938004,35.158001,4
582.343018,111.091003,2
191.542007,123.776001,4
376.679993,100.573997,5
619.854004,31.249001,2
118.622002,61.138,0
459.567993,58.834,3
101.376999,87.692001,0
202.311996,49.901001,4
619.710022,118.116997,2
99.637001,112.811996,0
512.047974,48.723999,3
125.375999,90.762001,0
203.028,35.515999,4
637.197998,41.467999,2
376.937988,113.573997,5
454.079987,40.894001,3
194.128006,79.526001,4
337.460999,42.577999,5
382.84201,106.605003,5
637.323975,52.737,2
580.773987,81.622002,2
594.062012,103.653,2
369.653015,42.563,5
66.014999,51.771,0
514.049011,74.235001,3
449.19101,69.359001,3
358.708008,117.079002,5
219.393997,99.153999,4
75.311996,77.196999,0
612.031982,127.694,2
130.113998,101.914001,0
74.825996,112.507004,0
227.149994,45.990002,4
300.451996,76.414001,5
272.570007,75.207001,4
507.35199,106.763,3
70.706001,49.449001,0
639.867981,79.643997,2
573.95697,84.091003,2
676.125977,84.600998,2
326.286987,57.376999,5
448.45401,104.511002,3
335.64801,117.235001,5
356.821014,111.607002,5
561.22998,54.145,2
246.649994,123.589996,4
384.463013,49.962002,5
107.369003,81.505997,0
203.727997,67.443001,4
53.705002,71.191002,0
238.459,121.878998,4
102.212997,32.703999,0
200.438995,104.318001,4
194.201004,112.705002,4
335.721008,113.535004,5
716.072998,78.373001,1
312.459015,64.450996,5
614.744019,45.862999,2
373.846985,38.808998,5
648.937988,111.154999,2
220.162994,124.084999,4
438.867004,154.761993,3
585.838013,75.646004,2
375.713013,111.467003,5
346.451996,65.025002,5
62.578999,111.286003,0
216.522995,82.762001,4
124.345001,114.968002,0
603.789001,75.541,2
571.539978,136.632004,2
635.676025,114.912003,2
520.166992,48.689999,3
624.232971,37.743999,2
441.700989,152.201996,3
91.195999,116.452003,0
321.272003,45.112,5
353.778015,127.968002,5
339.997009,124.550003,5
98.339996,87.792,0
420.516998,49.626999,3
623.781006,144.638,2
617.119019,122.349998,2
453.0,57.630001,3
88.695999,34.001999,0
81.397003,12.58,0
641.294983,42.0,2
98.499001,36.203999,0
647.565979,42.134998,2
452.893005,93.269997,3
641.085999,41.751999,2
325.683014,45.542,5
345.450989,45.290001,5
338.31601,137.097,5
441.96701,35.375999,3
495.69101,46.787998,3
364.256989,120.820999,5
469.105011,75.690002,3
638.802002,100.772003,2
125.197998,79.394997,0
501.341003,120.389999,3
123.200996,100.274002,0
450.791992,128.694,3
308.949005,30.643999,5
628.872986,41.325001,2
613.270996,49.174,2
590.315979,65.029999,2
334.432007,79.984001,5
437.522003,76.330002,3
248.067001,37.634998,4
210.595001,118.853996,4
247.634003,70.367996,4
119.492996,96.528999,0
123.740997,116.638,0
203.014008,102.693001,4
586.236023,107.764,2
450.803986,123.352997,3
481.346008,45.66,3
373.518005,63.127998,5
56.036999,66.858002,0
638.176025,109.567001,2
240.322006,84.948997,4
527.395996,80.974998,3
389.867004,104.735001,5
467.097992,57.330002,3
553.664978,20.424,2
245.169998,43.908001,4
112.462997,86.977997,0
85.596001,32.209999,0
209.389999,101.005997,4
105.759003,119.127998,0
50.696999,87.945,0
306.161987,97.983002,5
460.846008,55.442001,3
474.95401,106.300003,3
549.10199,108.509003,2
53.491001,54.923,0
410.438995,105.333,5
620.026001,84.866997,2
349.087006,42.005001,5
352.993988,43.034,5
202.671997,35.785999,4
340.601013,124.103996,5
448.876007,97.796997,3
96.75,88.487999,0
226.371994,73.412003,4
394.046997,78.906998,5
194.667007,84.668999,4
705.460022,75.835999,1
114.514,92.893997,0
80.656998,76.750999,0
598.551025,103.480003,2
192.177994,70.442001,4
633.757996,81.396004,2
289.48999,57.261002,5
523.27301,118.161003,3
362.414001,114.573997,5
360.686005,35.768002,5
102.301003,136.298004,0
130.139008,106.744003,0
306.914001,78.07,5
327.606995,105.597,5
121.353996,96.963997,0
620.012024,115.204002,2
57.761002,98.509003,0
462.519989,90.251999,3
195.255997,52.173,4
66.957001,53.502998,0
654.989014,49.160999,2
482.829987,88.175003,3
485.662994,39.695999,3
611.659973,122.870003,2
496.498993,84.668999,3
357.287994,120.848,5
280.483002,76.718002,4
84.278,118.361,0
233.311996,112.767998,4
631.10199,109.384003,2
359.43399,41.873001,5
627.939026,38.971001,2
200.619003,117.315002,4
115.314003,94.042999,0
526.585999,75.287003,3
97.091003,37.665001,0
646.788025,108.571999,2
123.128998,104.942001,0
449.980988,93.214996,3
474.95401,41.175999,3
642.648987,57.535,2
478.692993,87.221001,3
577.015991,57.507,2
487.897003,155.216995,3
508.833008,92.168999,3
492.958008,30.027,3
274.609009,141.171005,4
188.684006,37.162998,4
571.83197,77.174004,2
332.502014,108.344002,5
198.552002,74.721001,4
117.449997,94.412003,0
237.899994,119.045998,4
118.129997,107.004997,0
201.608002,112.155998,4
240.774002,47.801998,4
127.128998,61.073002,0
154.376007,153.319,4
457.640015,106.836998,3
626.51001,32.813999,2
58.446999,52.173,0
51.493999,53.226002,0
458.589996,79.898003,3
333.313995,113.656998,5
518.932007,97.585999,3
597.271973,54.095001,2
451.121002,39.122002,3
576.713989,72.332001,2
576.750977,80.765999,2
230.253998,49.883999,4
226.194,83.580002,4
100.261002,42.401001,0
480.816986,36.664001,3
651.679993,105.660004,2
619.380981,120.317001,2
377.274994,51.162998,5
481.790009,43.456001,3
320.084991,119.559998,5
336.298004,152.033997,5
113.206001,53.236,0
70.294998,113.268997,0
614.797974,43.810001,2
417.661011,75.650002,3
470.425995,38.792999,3
76.471001,43.125,0
56.542,78.088997,0
313.677002,61.956001,5
230.147003,37.459,4
177.445007,144.561996,4
201.229996,82.049004,4
108.398003,111.513,0
383.187988,49.956001,5
380.158997,94.348999,5
110.892998,76.818001,0
247.636002,22.129999,4
356.636993,75.320999,5
512.888,50.644001,3
208.766006,38.527,4
237.354996,84.136002,4
649.247009,76.968002,2
517.65802,54.963001,3
462.579987,68.808998,3
452.272003,100.732002,3
370.977997,118.071999,5
326.518005,94.841003,5
578.585999,52.818001,2
131.455002,81.300003,0
304.752991,77.233002,5
186.046997,67.387001,4
299.242004,24.312,5
631.784973,113.704002,2
310.901001,67.07,5
98.662003,84.287003,0
305.829987,69.751999,5
210.257996,81.172997,4
202.005997,69.042,4
592.804993,47.023998,2
628.049011,47.466,2
231.692001,112.266998,4
483.979004,56.834,3
62.400002,110.413002,0
589.205017,93.064003,2
323.167999,81.893997,5
220.537994,75.626999,4
548.757019,30.052999,3
689.656982,139.673004,1
67.706001,122.585999,0
615.366028,41.273998,2
126.112999,100.934998,0
102.295998,114.807999,0
186.848007,86.341003,4
203.080994,79.194,4
508.664001,42.394001,3
98.0,86.303001,0
572.596008,13.674,2
488.829987,47.734001,3
101.007004,37.977001,0
387.953003,92.147003,5
62.733002,65.330002,0
54.261002,76.753998,0
589.674988,100.915001,2
597.357971,36.848,2
318.243011,46.257999,5
200.156998,103.07,4
61.605999,48.277,0
606.963989,113.903,2
385.04599,96.218002,5
627.228027,121.889999,2
242.951004,46.713001,4
514.060974,151.550995,3
72.374001,116.082001,0
60.976002,74.832001,0
694.473022,76.975998,1
599.908997,48.800999,2
503.243988,99.218002,3
191.048004,94.213997,4
202.195007,65.598999,4
343.083008,33.387001,5
445.644989,129.057007,3
393.51001,92.434998,5
70.264,38.716999,0
109.856003,36.855,0
770.85498,78.364998,1
367.515015,119.591003,5
481.231995,81.966003,3
128.253998,111.518997,0
200.826004,52.354,4
654.622009,82.584999,2
281.657013,152.195999,4
509.406006,54.075001,3
324.312012,46.862999,5
704.231995,76.045998,1
599.25,75.773003,2
55.904999,54.472,0
251.341003,35.014,4
235.416,38.674,4
85.597,112.977997,0
318.222992,91.412003,5
375.799011,118.459999,5
656.073975,56.478001,2
641.403015,89.844002,2
545.247009,20.204,3
603.531982,45.556999,2
96.470001,78.557999,0
52.187,103.961998,0
198.401001,79.544998,4
624.400024,45.049,2
450.526001,119.108002,3
597.239014,103.355003,2
541.507019,60.02,3
191.259995,77.763,4
782.825989,77.644997,1
517.538025,68.519997,3
647.151001,52.827999,2
517.299011,115.332001,3
241.373001,142.195999,4
515.195984,118.328003,3
448.30899,106.908997,3
586.781982,116.846001,2
542.281982,77.891998,3
643.007996,91.815002,2
461.697998,36.272999,3
224.011993,46.740002,4
515.844971,113.956001,3
582.533997,53.551998,2
521.328003,53.890999,3
496.567993,91.178001,3
494.165985,77.938004,3
518.966003,131.102997,3
344.472992,141.460999,5
49.286999,56.897999,0
458.602997,91.142998,3
200.979996,77.872002,4
110.388,77.250999,0
533.745972,42.493999,3
459.312012,103.382004,3
511.858002,96.823997,3
87.377998,46.676998,0
55.345001,110.740997,0
576.557983,92.848999,2
708.129028,77.393997,1
60.873001,46.006001,0
247.395996,72.991997,4
192.598999,127.780998,4
371.221008,116.717003,5
541.905029,82.561996,3
330.60199,47.431,5
70.289001,123.953003,0
96.607002,33.537998,0
476.25,80.114998,3
323.20401,112.994003,5
175.957001,77.797997,4
339.174011,112.612,5
132.809006,77.760002,0
217.552002,40.185001,4
392.459991,97.652,5
194.865005,105.864998,4
335.757996,42.695999,5
368.712006,110.455002,5
514.296997,92.377998,3
631.072998,77.569,2
533.656006,19.504999,3
448.816986,85.992996,3
384.644012,58.492001,5
463.279999,100.862,3
623.481018,120.962997,2
632.052979,41.639,2
64.475998,121.704002,0
467.871002,68.445,3
187.410004,86.734001,4
209.233002,41.611,4
59.212002,48.900002,0
120.829002,122.527,0
448.972992,35.769001,3
592.004028,28.124001,2
56.577,100.418999,0
604.747009,117.135002,2
452.802002,44.169998,3
516.763977,101.407997,3
115.998001,109.207001,0
